t,y
0.0,0.0
0.200,1.217
0.400,1.712
0.600,1.876
0.800,1.891
1.0,1.844
1.200,1.774
1.399,1.700
1.600,1.629
1.799,1.565
2.0,1.507
2.200,1.457
2.400,1.414
2.599,1.376
2.799,1.343
3.0,1.315
3.200,1.291
3.400,1.270
3.599,1.252
3.799,1.236
4.0,1.223
4.199,1.212
4.400,1.202
4.599,1.193
4.800,1.186
5.0,1.180
5.199,1.174
5.400,1.170
5.599,1.166
5.800,1.162
6.0,1.159
6.199,1.157
6.400,1.154
6.599,1.153
6.800,1.151
