t,y
5.243,1.174
5.244,1.174
5.245,1.174
5.247,1.174
5.248,1.174
5.249,1.174
5.250,1.174
5.250,1.174
5.251,1.174
5.252,1.174
5.254,1.174
5.255,1.174
5.256,1.174
5.256,1.174
5.257,1.174
5.258,1.174
5.260,1.174
5.261,1.174
5.262,1.174
5.263,1.174
5.263,1.174
5.264,1.174
5.265,1.174
5.267,1.174
5.268,1.174
5.269,1.174
5.269,1.174
5.270,1.174
5.271,1.174
5.272,1.174
5.274,1.174
5.275,1.174
5.276,1.174
5.276,1.174
5.277,1.174
5.278,1.174
5.280,1.174
5.281,1.174
5.282,1.174
5.283,1.173
5.283,1.173
5.284,1.173
5.285,1.173
5.287,1.173
5.288,1.173
5.289,1.173
5.289,1.173
5.290,1.173
5.291,1.173
5.293,1.173
5.294,1.173
5.295,1.173
5.296,1.173
5.296,1.173
5.297,1.173
5.298,1.173
5.300,1.173
5.301,1.173
5.302,1.173
5.302,1.173
5.303,1.173
5.304,1.173
5.306,1.173
5.307,1.173
5.308,1.173
5.309,1.173
5.309,1.173
5.310,1.173
5.311,1.173
5.313,1.173
5.314,1.173
5.315,1.173
5.316,1.173
5.316,1.173
5.317,1.173
5.318,1.173
5.320,1.173
5.321,1.173
5.322,1.173
5.322,1.173
5.323,1.173
5.324,1.173
5.326,1.173
5.327,1.172
5.328,1.172
5.329,1.172
5.329,1.172
5.330,1.172
5.331,1.172
5.333,1.172
5.334,1.172
5.335,1.172
5.335,1.172
5.336,1.172
5.337,1.172
5.339,1.172
5.340,1.172
5.341,1.172
5.342,1.172
5.342,1.172
5.343,1.172
5.344,1.172
5.346,1.172
5.347,1.172
5.348,1.172
5.348,1.172
5.349,1.172
5.350,1.172
5.352,1.172
5.353,1.172
5.354,1.172
5.355,1.172
5.355,1.172
5.356,1.172
5.357,1.172
5.359,1.172
5.360,1.172
5.361,1.172
5.362,1.172
5.362,1.172
5.363,1.172
5.364,1.172
5.366,1.172
5.367,1.172
5.368,1.172
5.368,1.172
5.369,1.172
5.370,1.172
5.372,1.171
5.373,1.171
5.374,1.171
5.375,1.171
5.375,1.171
5.376,1.171
5.377,1.171
5.379,1.171
5.380,1.171
5.381,1.171
5.381,1.171
5.382,1.171
5.383,1.171
5.385,1.171
5.386,1.171
5.387,1.171
5.388,1.171
5.388,1.171
5.389,1.171
5.390,1.171
5.392,1.171
5.393,1.171
5.394,1.171
5.394,1.171
5.395,1.171
5.396,1.171
5.397,1.171
5.399,1.171
5.400,1.171
5.401,1.171
5.401,1.171
5.402,1.171
5.403,1.171
5.405,1.171
5.406,1.171
5.407,1.171
5.408,1.171
5.408,1.171
5.409,1.171
5.410,1.171
5.412,1.171
5.413,1.171
5.414,1.171
5.414,1.171
5.415,1.171
5.416,1.171
5.418,1.170
5.419,1.170
5.420,1.170
5.421,1.170
5.421,1.170
5.422,1.170
5.423,1.170
5.425,1.170
5.426,1.170
5.427,1.170
5.427,1.170
5.428,1.170
5.429,1.170
5.431,1.170
5.432,1.170
5.433,1.170
5.434,1.170
5.434,1.170
5.435,1.170
5.436,1.170
5.438,1.170
5.439,1.170
5.440,1.170
5.441,1.170
5.441,1.170
5.442,1.170
5.443,1.170
5.445,1.170
5.446,1.170
5.447,1.170
5.447,1.170
5.448,1.170
5.449,1.170
5.451,1.170
5.452,1.170
5.453,1.170
5.454,1.170
5.454,1.170
5.455,1.170
5.456,1.170
5.458,1.170
5.459,1.170
5.460,1.170
5.460,1.170
5.461,1.170
5.462,1.170
5.464,1.170
5.465,1.170
5.466,1.169
5.467,1.169
5.467,1.169
5.468,1.169
5.469,1.169
5.471,1.169
5.472,1.169
5.473,1.169
5.473,1.169
5.474,1.169
5.475,1.169
5.477,1.169
5.478,1.169
5.479,1.169
5.480,1.169
5.480,1.169
5.481,1.169
5.482,1.169
5.484,1.169
5.485,1.169
5.486,1.169
5.487,1.169
5.487,1.169
5.488,1.169
5.489,1.169
5.491,1.169
5.492,1.169
5.493,1.169
5.493,1.169
5.494,1.169
5.495,1.169
5.497,1.169
5.498,1.169
5.499,1.169
5.500,1.169
5.500,1.169
5.501,1.169
5.502,1.169
5.504,1.169
5.505,1.169
5.506,1.169
5.506,1.169
5.507,1.169
5.508,1.169
5.510,1.169
5.511,1.169
5.512,1.169
5.513,1.169
5.513,1.169
5.514,1.169
5.515,1.168
5.517,1.168
5.518,1.168
5.519,1.168
5.520,1.168
5.520,1.168
5.521,1.168
5.522,1.168
5.524,1.168
5.525,1.168
5.526,1.168
5.526,1.168
5.527,1.168
5.528,1.168
5.530,1.168
5.531,1.168
5.532,1.168
5.533,1.168
5.533,1.168
5.534,1.168
5.535,1.168
5.537,1.168
5.538,1.168
5.539,1.168
5.539,1.168
5.540,1.168
5.541,1.168
5.543,1.168
5.544,1.168
5.545,1.168
5.546,1.168
5.546,1.168
5.547,1.168
5.548,1.168
5.550,1.168
5.551,1.168
5.552,1.168
5.553,1.168
5.553,1.168
5.554,1.168
5.556,1.168
5.557,1.168
5.558,1.168
5.559,1.168
5.559,1.168
5.560,1.168
5.561,1.168
5.563,1.168
5.564,1.168
5.565,1.168
5.566,1.168
5.566,1.167
5.567,1.167
5.568,1.167
5.570,1.167
5.571,1.167
5.572,1.167
5.572,1.167
5.573,1.167
5.574,1.167
5.576,1.167
5.577,1.167
5.578,1.167
5.579,1.167
5.579,1.167
5.580,1.167
5.581,1.167
5.583,1.167
5.584,1.167
5.585,1.167
5.585,1.167
5.586,1.167
5.587,1.167
5.589,1.167
5.590,1.167
5.591,1.167
5.592,1.167
5.592,1.167
5.593,1.167
5.594,1.167
5.596,1.167
5.597,1.167
5.598,1.167
5.599,1.167
5.599,1.167
5.600,1.167
5.602,1.167
5.603,1.167
5.604,1.167
5.605,1.167
5.605,1.167
5.606,1.167
5.607,1.167
5.609,1.167
5.610,1.167
5.611,1.167
5.612,1.167
5.612,1.167
5.613,1.167
5.614,1.167
5.616,1.167
5.617,1.167
5.618,1.167
5.618,1.167
5.619,1.167
5.620,1.166
5.622,1.166
5.623,1.166
5.624,1.166
5.625,1.166
5.625,1.166
5.626,1.166
5.627,1.166
5.629,1.166
5.630,1.166
5.631,1.166
5.632,1.166
5.632,1.166
5.633,1.166
5.635,1.166
5.636,1.166
5.637,1.166
5.638,1.166
5.638,1.166
5.639,1.166
5.640,1.166
5.642,1.166
5.643,1.166
5.644,1.166
5.645,1.166
5.645,1.166
5.646,1.166
5.647,1.166
5.649,1.166
5.650,1.166
5.651,1.166
5.651,1.166
5.652,1.166
5.653,1.166
5.655,1.166
5.656,1.166
5.657,1.166
5.658,1.166
5.658,1.166
5.659,1.166
5.660,1.166
5.662,1.166
5.663,1.166
5.664,1.166
5.664,1.166
5.665,1.166
5.666,1.166
5.668,1.166
5.669,1.166
5.670,1.166
5.671,1.166
5.671,1.166
5.672,1.166
5.673,1.166
5.675,1.166
5.676,1.166
5.677,1.165
5.678,1.165
5.678,1.165
5.679,1.165
5.681,1.165
5.682,1.165
5.683,1.165
5.684,1.165
5.684,1.165
5.685,1.165
5.686,1.165
5.688,1.165
5.689,1.165
5.690,1.165
5.691,1.165
5.691,1.165
5.692,1.165
5.693,1.165
5.695,1.165
5.696,1.165
5.697,1.165
5.697,1.165
5.698,1.165
5.699,1.165
5.701,1.165
5.702,1.165
5.703,1.165
5.704,1.165
5.704,1.165
5.705,1.165
5.706,1.165
5.708,1.165
5.709,1.165
5.710,1.165
5.710,1.165
5.711,1.165
5.712,1.165
5.714,1.165
5.715,1.165
5.716,1.165
5.717,1.165
5.717,1.165
5.718,1.165
5.719,1.165
5.721,1.165
5.722,1.165
5.723,1.165
5.724,1.165
5.724,1.165
5.725,1.165
5.727,1.165
5.728,1.165
5.729,1.165
5.730,1.165
5.730,1.165
5.731,1.165
5.732,1.165
5.734,1.165
5.735,1.165
5.736,1.164
5.737,1.164
5.737,1.164
5.738,1.164
5.739,1.164
5.741,1.164
5.742,1.164
5.743,1.164
5.743,1.164
5.744,1.164
5.745,1.164
5.747,1.164
5.748,1.164
5.749,1.164
5.750,1.164
5.750,1.164
5.751,1.164
5.752,1.164
5.754,1.164
5.755,1.164
5.756,1.164
5.757,1.164
5.757,1.164
5.758,1.164
5.760,1.164
5.761,1.164
5.762,1.164
5.763,1.164
5.763,1.164
5.764,1.164
5.765,1.164
5.767,1.164
5.768,1.164
5.769,1.164
5.770,1.164
5.770,1.164
5.771,1.164
5.772,1.164
5.774,1.164
5.775,1.164
5.776,1.164
5.776,1.164
5.777,1.164
5.778,1.164
5.780,1.164
5.781,1.164
5.782,1.164
5.783,1.164
5.783,1.164
5.784,1.164
5.785,1.164
5.787,1.164
5.788,1.164
5.789,1.164
5.789,1.164
5.790,1.164
5.791,1.164
5.793,1.164
5.794,1.164
5.795,1.164
5.796,1.164
5.796,1.163
5.797,1.163
5.798,1.163
5.800,1.163
5.801,1.163
5.802,1.163
5.803,1.163
5.803,1.163
5.804,1.163
5.806,1.163
5.807,1.163
5.808,1.163
5.809,1.163
5.809,1.163
5.810,1.163
5.811,1.163
5.813,1.163
5.814,1.163
5.815,1.163
5.816,1.163
5.816,1.163
5.817,1.163
5.818,1.163
5.820,1.163
5.821,1.163
5.822,1.163
5.822,1.163
5.823,1.163
5.824,1.163
5.826,1.163
5.827,1.163
5.828,1.163
5.829,1.163
5.829,1.163
5.830,1.163
5.831,1.163
5.833,1.163
5.834,1.163
5.835,1.163
5.835,1.163
5.836,1.163
5.837,1.163
5.839,1.163
5.840,1.163
5.841,1.163
5.842,1.163
5.842,1.163
5.843,1.163
5.844,1.163
5.846,1.163
5.847,1.163
5.848,1.163
5.849,1.163
5.849,1.163
5.850,1.163
5.852,1.163
5.853,1.163
5.854,1.163
5.855,1.163
5.855,1.163
5.856,1.163
5.857,1.163
5.859,1.163
5.860,1.163
5.861,1.163
5.862,1.162
5.862,1.162
5.863,1.162
5.864,1.162
5.866,1.162
5.867,1.162
5.868,1.162
5.868,1.162
5.869,1.162
5.870,1.162
5.872,1.162
5.873,1.162
5.874,1.162
5.875,1.162
5.875,1.162
5.876,1.162
5.877,1.162
5.879,1.162
5.880,1.162
5.881,1.162
5.882,1.162
5.882,1.162
5.883,1.162
5.885,1.162
5.886,1.162
5.887,1.162
5.888,1.162
5.888,1.162
5.889,1.162
5.890,1.162
5.892,1.162
5.893,1.162
5.894,1.162
5.895,1.162
5.895,1.162
5.896,1.162
5.897,1.162
5.899,1.162
5.900,1.162
5.901,1.162
5.901,1.162
5.902,1.162
5.903,1.162
5.905,1.162
5.906,1.162
5.907,1.162
5.908,1.162
5.908,1.162
5.909,1.162
5.910,1.162
5.912,1.162
5.913,1.162
5.914,1.162
5.914,1.162
5.915,1.162
5.916,1.162
5.918,1.162
5.919,1.162
5.920,1.162
5.921,1.162
5.921,1.162
5.922,1.162
5.923,1.162
5.925,1.162
5.926,1.162
5.927,1.162
5.928,1.162
5.928,1.161
5.929,1.161
5.931,1.161
5.932,1.161
5.933,1.161
5.934,1.161
5.934,1.161
5.935,1.161
5.936,1.161
5.938,1.161
5.939,1.161
5.940,1.161
5.941,1.161
5.941,1.161
5.942,1.161
5.943,1.161
5.945,1.161
5.946,1.161
5.947,1.161
5.947,1.161
5.948,1.161
5.949,1.161
5.951,1.161
5.952,1.161
5.953,1.161
5.954,1.161
5.954,1.161
5.955,1.161
5.956,1.161
5.958,1.161
5.959,1.161
5.960,1.161
5.960,1.161
5.961,1.161
5.962,1.161
5.964,1.161
5.965,1.161
5.966,1.161
5.967,1.161
5.967,1.161
5.968,1.161
5.969,1.161
5.971,1.161
5.972,1.161
5.973,1.161
5.974,1.161
5.974,1.161
5.975,1.161
5.977,1.161
5.978,1.161
5.979,1.161
5.980,1.161
5.980,1.161
5.981,1.161
5.982,1.161
5.984,1.161
5.985,1.161
5.986,1.161
5.987,1.161
5.987,1.161
5.988,1.161
5.989,1.161
5.991,1.161
5.992,1.161
5.993,1.161
5.993,1.161
5.994,1.161
5.995,1.161
5.997,1.161
5.998,1.161
5.999,1.161
6.0,1.161
6.000,1.160
6.001,1.160
6.002,1.160
6.004,1.160
6.005,1.160
6.006,1.160
6.006,1.160
6.007,1.160
6.008,1.160
6.010,1.160
6.011,1.160
6.012,1.160
6.013,1.160
6.013,1.160
6.014,1.160
6.015,1.160
6.017,1.160
6.018,1.160
6.019,1.160
6.019,1.160
6.020,1.160
6.021,1.160
6.022,1.160
6.024,1.160
6.025,1.160
6.026,1.160
6.026,1.160
6.027,1.160
6.028,1.160
6.030,1.160
6.031,1.160
6.032,1.160
6.032,1.160
6.033,1.160
6.034,1.160
6.035,1.160
6.037,1.160
6.038,1.160
6.039,1.160
6.039,1.160
6.040,1.160
6.041,1.160
6.043,1.160
6.044,1.160
6.045,1.160
6.046,1.160
6.046,1.160
6.047,1.160
6.048,1.160
6.050,1.160
6.051,1.160
6.052,1.160
6.052,1.160
6.053,1.160
6.054,1.160
6.056,1.160
6.057,1.160
6.058,1.160
6.059,1.160
6.059,1.160
6.060,1.160
6.061,1.160
6.063,1.160
6.064,1.160
6.065,1.160
6.065,1.160
6.066,1.160
6.067,1.160
6.068,1.160
6.070,1.160
6.071,1.160
6.072,1.160
6.072,1.160
6.073,1.160
6.074,1.160
6.076,1.159
6.077,1.159
6.078,1.159
6.079,1.159
6.079,1.159
6.080,1.159
6.081,1.159
6.083,1.159
6.084,1.159
6.085,1.159
6.085,1.159
6.086,1.159
6.087,1.159
6.089,1.159
6.090,1.159
6.091,1.159
6.092,1.159
6.092,1.159
6.093,1.159
6.094,1.159
6.096,1.159
6.097,1.159
6.098,1.159
6.098,1.159
6.099,1.159
6.100,1.159
6.102,1.159
6.103,1.159
6.104,1.159
6.105,1.159
6.105,1.159
6.106,1.159
6.107,1.159
6.109,1.159
6.110,1.159
6.111,1.159
6.111,1.159
6.112,1.159
6.113,1.159
6.114,1.159
6.116,1.159
6.117,1.159
6.118,1.159
6.118,1.159
6.119,1.159
6.120,1.159
6.122,1.159
6.123,1.159
6.124,1.159
6.125,1.159
6.125,1.159
6.126,1.159
6.127,1.159
6.129,1.159
6.130,1.159
6.131,1.159
6.131,1.159
6.132,1.159
6.133,1.159
6.135,1.159
6.136,1.159
6.137,1.159
6.138,1.159
6.138,1.159
6.139,1.159
6.140,1.159
6.142,1.159
6.143,1.159
6.144,1.159
6.144,1.159
6.145,1.159
6.146,1.159
6.147,1.159
6.149,1.159
6.150,1.159
6.151,1.159
6.151,1.159
6.152,1.159
6.153,1.159
6.155,1.159
6.156,1.158
6.157,1.158
6.158,1.158
6.158,1.158
6.159,1.158
6.160,1.158
6.162,1.158
6.163,1.158
6.164,1.158
6.164,1.158
6.165,1.158
6.166,1.158
6.168,1.158
6.169,1.158
6.170,1.158
6.171,1.158
6.171,1.158
6.172,1.158
6.173,1.158
6.175,1.158
6.176,1.158
6.177,1.158
6.177,1.158
6.178,1.158
6.179,1.158
6.181,1.158
6.182,1.158
6.183,1.158
6.184,1.158
6.184,1.158
6.185,1.158
6.186,1.158
6.188,1.158
6.189,1.158
6.190,1.158
6.190,1.158
6.191,1.158
6.192,1.158
6.193,1.158
6.195,1.158
6.196,1.158
6.197,1.158
6.197,1.158
6.198,1.158
6.199,1.158
6.201,1.158
6.202,1.158
6.203,1.158
6.204,1.158
6.204,1.158
6.205,1.158
6.206,1.158
6.208,1.158
6.209,1.158
6.210,1.158
6.210,1.158
6.211,1.158
6.212,1.158
6.214,1.158
6.215,1.158
6.216,1.158
6.217,1.158
6.217,1.158
6.218,1.158
6.219,1.158
6.221,1.158
6.222,1.158
6.223,1.158
6.223,1.158
6.224,1.158
6.225,1.158
6.227,1.158
6.228,1.158
6.229,1.158
6.230,1.158
6.230,1.158
6.231,1.158
6.232,1.158
6.234,1.158
6.235,1.158
6.236,1.158
6.236,1.158
6.237,1.158
6.238,1.158
6.239,1.157
6.241,1.157
6.242,1.157
6.243,1.157
6.243,1.157
6.244,1.157
6.245,1.157
6.247,1.157
6.248,1.157
6.249,1.157
6.250,1.157
6.250,1.157
6.251,1.157
6.252,1.157
6.254,1.157
6.255,1.157
6.256,1.157
6.256,1.157
6.257,1.157
6.258,1.157
6.260,1.157
6.261,1.157
6.262,1.157
6.263,1.157
6.263,1.157
6.264,1.157
6.265,1.157
6.267,1.157
6.268,1.157
6.269,1.157
6.269,1.157
6.270,1.157
6.271,1.157
6.272,1.157
6.274,1.157
6.275,1.157
6.276,1.157
6.276,1.157
6.277,1.157
6.278,1.157
6.280,1.157
6.281,1.157
6.282,1.157
6.283,1.157
6.283,1.157
6.284,1.157
6.285,1.157
6.287,1.157
6.288,1.157
6.289,1.157
6.289,1.157
6.290,1.157
6.291,1.157
6.293,1.157
6.294,1.157
6.295,1.157
6.296,1.157
6.296,1.157
6.297,1.157
6.298,1.157
6.300,1.157
6.301,1.157
6.302,1.157
6.302,1.157
6.303,1.157
6.304,1.157
6.306,1.157
6.307,1.157
6.308,1.157
6.309,1.157
6.309,1.157
6.310,1.157
6.311,1.157
6.313,1.157
6.314,1.157
6.315,1.157
6.316,1.157
6.316,1.157
6.317,1.157
6.318,1.157
6.320,1.157
6.321,1.157
6.322,1.157
6.322,1.157
6.323,1.157
6.324,1.157
6.326,1.157
6.327,1.157
6.328,1.157
6.329,1.157
6.329,1.157
6.330,1.156
6.331,1.156
6.333,1.156
6.334,1.156
6.335,1.156
6.335,1.156
6.336,1.156
6.337,1.156
6.339,1.156
6.340,1.156
6.341,1.156
6.342,1.156
6.342,1.156
6.343,1.156
6.344,1.156
6.346,1.156
6.347,1.156
6.348,1.156
6.348,1.156
6.349,1.156
6.350,1.156
6.352,1.156
6.353,1.156
6.354,1.156
6.355,1.156
6.355,1.156
6.356,1.156
6.357,1.156
6.359,1.156
6.360,1.156
6.361,1.156
6.362,1.156
6.362,1.156
6.363,1.156
6.364,1.156
6.366,1.156
6.367,1.156
6.368,1.156
6.368,1.156
6.369,1.156
6.370,1.156
6.372,1.156
6.373,1.156
6.374,1.156
6.375,1.156
6.375,1.156
6.376,1.156
6.377,1.156
6.379,1.156
6.380,1.156
6.381,1.156
6.381,1.156
6.382,1.156
6.383,1.156
6.385,1.156
6.386,1.156
6.387,1.156
6.388,1.156
6.388,1.156
6.389,1.156
6.390,1.156
6.392,1.156
6.393,1.156
6.394,1.156
6.394,1.156
6.395,1.156
6.396,1.156
6.397,1.156
6.399,1.156
6.400,1.156
6.401,1.156
6.401,1.156
6.402,1.156
6.403,1.156
6.405,1.156
6.406,1.156
6.407,1.156
6.408,1.156
6.408,1.156
6.409,1.156
6.410,1.156
6.412,1.156
6.413,1.156
6.414,1.156
6.414,1.156
6.415,1.156
6.416,1.156
6.418,1.156
6.419,1.156
6.420,1.156
6.421,1.156
6.421,1.156
6.422,1.156
6.423,1.156
6.425,1.156
6.426,1.156
6.427,1.156
6.427,1.155
6.428,1.155
6.429,1.155
6.431,1.155
6.432,1.155
6.433,1.155
6.434,1.155
6.434,1.155
6.435,1.155
6.436,1.155
6.438,1.155
6.439,1.155
6.440,1.155
6.441,1.155
6.441,1.155
6.442,1.155
6.443,1.155
6.445,1.155
6.446,1.155
6.447,1.155
6.447,1.155
6.448,1.155
6.449,1.155
6.451,1.155
6.452,1.155
6.453,1.155
6.454,1.155
6.454,1.155
6.455,1.155
6.456,1.155
6.458,1.155
6.459,1.155
6.460,1.155
6.460,1.155
6.461,1.155
6.462,1.155
6.464,1.155
6.465,1.155
6.466,1.155
6.467,1.155
6.467,1.155
6.468,1.155
6.469,1.155
6.471,1.155
6.472,1.155
6.473,1.155
6.473,1.155
6.474,1.155
6.475,1.155
6.477,1.155
6.478,1.155
6.479,1.155
6.480,1.155
6.480,1.155
6.481,1.155
6.482,1.155
6.484,1.155
6.485,1.155
6.486,1.155
6.487,1.155
6.487,1.155
6.488,1.155
6.489,1.155
6.491,1.155
6.492,1.155
6.493,1.155
6.493,1.155
6.494,1.155
6.495,1.155
6.497,1.155
6.498,1.155
6.499,1.155
6.500,1.155
6.500,1.155
6.501,1.155
6.502,1.155
6.504,1.155
6.505,1.155
6.506,1.155
6.506,1.155
6.507,1.155
6.508,1.155
6.510,1.155
6.511,1.155
6.512,1.155
6.513,1.155
6.513,1.155
6.514,1.155
6.515,1.155
6.517,1.155
6.518,1.155
6.519,1.155
6.520,1.155
6.520,1.155
6.521,1.155
6.522,1.155
6.524,1.155
6.525,1.155
6.526,1.155
6.526,1.155
6.527,1.155
6.528,1.155
6.530,1.155
6.531,1.155
6.532,1.155
6.533,1.154
6.533,1.154
6.534,1.154
6.535,1.154
6.537,1.154
6.538,1.154
6.539,1.154
6.539,1.154
6.540,1.154
6.541,1.154
6.543,1.154
6.544,1.154
6.545,1.154
6.546,1.154
6.546,1.154
6.547,1.154
6.548,1.154
6.550,1.154
6.551,1.154
6.552,1.154
6.553,1.154
6.553,1.154
6.554,1.154
6.556,1.154
6.557,1.154
6.558,1.154
6.559,1.154
6.559,1.154
6.560,1.154
6.561,1.154
6.563,1.154
6.564,1.154
6.565,1.154
6.566,1.154
6.566,1.154
6.567,1.154
6.568,1.154
6.570,1.154
6.571,1.154
6.572,1.154
6.572,1.154
6.573,1.154
6.574,1.154
6.576,1.154
6.577,1.154
6.578,1.154
6.579,1.154
6.579,1.154
6.580,1.154
6.581,1.154
6.583,1.154
6.584,1.154
6.585,1.154
6.585,1.154
6.586,1.154
6.587,1.154
6.589,1.154
6.590,1.154
6.591,1.154
6.592,1.154
6.592,1.154
6.593,1.154
6.594,1.154
6.596,1.154
6.597,1.154
6.598,1.154
6.599,1.154
6.599,1.154
6.600,1.154
6.602,1.154
6.603,1.154
6.604,1.154
6.605,1.154
6.605,1.154
6.606,1.154
6.607,1.154
6.609,1.154
6.610,1.154
6.611,1.154
6.612,1.154
6.612,1.154
6.613,1.154
6.614,1.154
6.616,1.154
6.617,1.154
6.618,1.154
6.618,1.154
6.619,1.154
6.620,1.154
6.622,1.154
6.623,1.154
6.624,1.154
6.625,1.154
6.625,1.154
6.626,1.154
6.627,1.154
6.629,1.154
6.630,1.154
6.631,1.154
6.632,1.154
6.632,1.154
6.633,1.154
6.635,1.154
6.636,1.154
6.637,1.154
6.638,1.154
6.638,1.154
6.639,1.154
6.640,1.154
6.642,1.154
6.643,1.154
6.644,1.154
6.645,1.154
6.645,1.154
6.646,1.153
6.647,1.153
6.649,1.153
6.650,1.153
6.651,1.153
6.651,1.153
6.652,1.153
6.653,1.153
6.655,1.153
6.656,1.153
6.657,1.153
6.658,1.153
6.658,1.153
6.659,1.153
6.660,1.153
6.662,1.153
6.663,1.153
6.664,1.153
6.664,1.153
6.665,1.153
6.666,1.153
6.668,1.153
6.669,1.153
6.670,1.153
6.671,1.153
6.671,1.153
6.672,1.153
6.673,1.153
6.675,1.153
6.676,1.153
6.677,1.153
6.678,1.153
6.678,1.153
6.679,1.153
6.681,1.153
6.682,1.153
6.683,1.153
6.684,1.153
6.684,1.153
6.685,1.153
6.686,1.153
6.688,1.153
6.689,1.153
6.690,1.153
6.691,1.153
6.691,1.153
6.692,1.153
6.693,1.153
6.695,1.153
6.696,1.153
6.697,1.153
6.697,1.153
6.698,1.153
6.699,1.153
6.701,1.153
6.702,1.153
6.703,1.153
6.704,1.153
6.704,1.153
6.705,1.153
6.706,1.153
6.708,1.153
6.709,1.153
6.710,1.153
6.710,1.153
6.711,1.153
6.712,1.153
6.714,1.153
6.715,1.153
6.716,1.153
6.717,1.153
6.717,1.153
6.718,1.153
6.719,1.153
6.721,1.153
6.722,1.153
6.723,1.153
6.724,1.153
6.724,1.153
6.725,1.153
6.727,1.153
6.728,1.153
6.729,1.153
6.730,1.153
6.730,1.153
6.731,1.153
6.732,1.153
6.734,1.153
6.735,1.153
6.736,1.153
6.737,1.153
6.737,1.153
6.738,1.153
6.739,1.153
6.741,1.153
6.742,1.153
6.743,1.153
6.743,1.153
6.744,1.153
6.745,1.153
6.747,1.153
6.748,1.153
6.749,1.153
6.750,1.153
6.750,1.153
6.751,1.153
6.752,1.153
6.754,1.153
6.755,1.153
6.756,1.153
6.757,1.153
6.757,1.153
6.758,1.153
6.760,1.153
6.761,1.153
6.762,1.153
6.763,1.153
6.763,1.153
6.764,1.153
6.765,1.153
6.767,1.153
6.768,1.153
6.769,1.153
6.770,1.153
6.770,1.153
6.771,1.152
6.772,1.152
6.774,1.152
6.775,1.152
6.776,1.152
6.776,1.152
6.777,1.152
6.778,1.152
6.780,1.152
6.781,1.152
6.782,1.152
6.783,1.152
6.783,1.152
6.784,1.152
6.785,1.152
6.787,1.152
6.788,1.152
6.789,1.152
6.789,1.152
6.790,1.152
6.791,1.152
6.793,1.152
6.794,1.152
6.795,1.152
6.796,1.152
6.796,1.152
6.797,1.152
6.798,1.152
6.800,1.152
6.801,1.152
6.802,1.152
6.803,1.152
6.803,1.152
6.804,1.152
6.806,1.152
6.807,1.152
6.808,1.152
6.809,1.152
6.809,1.152
6.810,1.152
6.811,1.152
6.813,1.152
6.814,1.152
6.815,1.152
6.816,1.152
6.816,1.152
6.817,1.152
6.818,1.152
6.820,1.152
6.821,1.152
6.822,1.152
6.822,1.152
6.823,1.152
6.824,1.152
6.826,1.152
6.827,1.152
6.828,1.152
6.829,1.152
6.829,1.152
6.830,1.152
6.831,1.152
6.833,1.152
6.834,1.152
6.835,1.152
6.835,1.152
6.836,1.152
6.837,1.152
6.839,1.152
6.840,1.152
6.841,1.152
6.842,1.152
6.842,1.152
6.843,1.152
6.844,1.152
6.846,1.152
6.847,1.152
6.848,1.152
6.849,1.152
6.849,1.152
6.850,1.152
6.852,1.152
6.853,1.152
6.854,1.152
6.855,1.152
6.855,1.152
6.856,1.152
6.857,1.152
6.859,1.152
6.860,1.152
6.861,1.152
6.862,1.152
6.862,1.152
6.863,1.152
6.864,1.152
6.866,1.152
6.867,1.152
6.868,1.152
6.868,1.152
6.869,1.152
6.870,1.152
6.872,1.152
6.873,1.152
6.874,1.152
6.875,1.152
6.875,1.152
6.876,1.152
6.877,1.152
6.879,1.152
6.880,1.152
6.881,1.152
6.882,1.152
6.882,1.152
6.883,1.152
6.885,1.152
6.886,1.152
6.887,1.152
6.888,1.152
6.888,1.152
6.889,1.152
6.890,1.152
6.892,1.152
6.893,1.152
6.894,1.152
6.895,1.152
6.895,1.152
6.896,1.152
6.897,1.152
6.899,1.152
6.900,1.152
6.901,1.152
6.901,1.152
6.902,1.152
6.903,1.152
6.905,1.152
6.906,1.152
6.907,1.152
6.908,1.152
6.908,1.152
6.909,1.151
6.910,1.151
6.912,1.151
6.913,1.151
6.914,1.151
6.914,1.151
6.915,1.151
6.916,1.151
6.918,1.151
6.919,1.151
6.920,1.151
6.921,1.151
6.921,1.151
6.922,1.151
6.923,1.151
6.925,1.151
6.926,1.151
6.927,1.151
6.928,1.151
6.928,1.151
6.929,1.151
6.931,1.151
6.932,1.151
6.933,1.151
6.934,1.151
6.934,1.151
6.935,1.151
6.936,1.151
6.938,1.151
6.939,1.151
6.940,1.151
6.941,1.151
6.941,1.151
6.942,1.151
6.943,1.151
6.945,1.151
6.946,1.151
6.947,1.151
6.947,1.151
6.948,1.151
6.949,1.151
6.951,1.151
6.952,1.151
6.953,1.151
6.954,1.151
6.954,1.151
6.955,1.151
6.956,1.151
6.958,1.151
6.959,1.151
6.960,1.151
6.960,1.151
6.961,1.151
6.962,1.151
6.964,1.151
6.965,1.151
6.966,1.151
6.967,1.151
6.967,1.151
6.968,1.151
6.969,1.151
6.971,1.151
6.972,1.151
6.973,1.151
6.974,1.151
6.974,1.151
6.975,1.151
6.977,1.151
6.978,1.151
6.979,1.151
6.980,1.151
6.980,1.151
6.981,1.151
6.982,1.151
6.984,1.151
6.985,1.151
6.986,1.151
6.987,1.151
6.987,1.151
6.988,1.151
6.989,1.151
6.991,1.151
6.992,1.151
