t,y
1.746,1.582
1.747,1.582
1.748,1.582
1.748,1.582
1.750,1.581
1.751,1.581
1.752,1.581
1.753,1.580
1.753,1.580
1.755,1.580
1.756,1.579
1.757,1.579
1.758,1.579
1.758,1.578
1.760,1.578
1.761,1.578
1.761,1.577
1.763,1.577
1.764,1.577
1.765,1.577
1.766,1.576
1.766,1.576
1.768,1.576
1.769,1.575
1.770,1.575
1.771,1.575
1.771,1.574
1.773,1.574
1.774,1.574
1.775,1.573
1.776,1.573
1.776,1.573
1.778,1.572
1.779,1.572
1.780,1.572
1.781,1.572
1.781,1.571
1.783,1.571
1.784,1.571
1.784,1.570
1.786,1.570
1.786,1.570
1.788,1.569
1.789,1.569
1.789,1.569
1.791,1.568
1.792,1.568
1.793,1.568
1.794,1.568
1.794,1.567
1.796,1.567
1.797,1.567
1.798,1.566
1.799,1.566
1.799,1.566
1.801,1.565
1.802,1.565
1.803,1.565
1.804,1.565
1.804,1.564
1.806,1.564
1.807,1.564
1.807,1.563
1.809,1.563
1.809,1.563
1.811,1.562
1.812,1.562
1.812,1.562
1.814,1.561
1.815,1.561
1.816,1.561
1.817,1.561
1.817,1.560
1.819,1.560
1.820,1.560
1.821,1.559
1.822,1.559
1.822,1.559
1.824,1.558
1.825,1.558
1.826,1.558
1.827,1.558
1.827,1.557
1.829,1.557
1.830,1.557
1.831,1.556
1.832,1.556
1.832,1.556
1.834,1.555
1.835,1.555
1.835,1.555
1.837,1.555
1.838,1.554
1.839,1.554
1.840,1.554
1.840,1.553
1.842,1.553
1.843,1.553
1.844,1.553
1.845,1.552
1.845,1.552
1.847,1.552
1.848,1.551
1.849,1.551
1.850,1.551
1.850,1.550
1.852,1.550
1.853,1.550
1.854,1.550
1.855,1.549
1.855,1.549
1.857,1.549
1.858,1.548
1.858,1.548
1.860,1.548
1.860,1.547
1.862,1.547
1.863,1.547
1.863,1.547
1.865,1.546
1.866,1.546
1.867,1.546
1.868,1.545
1.868,1.545
1.870,1.545
1.871,1.545
1.872,1.544
1.873,1.544
1.873,1.544
1.875,1.543
1.876,1.543
1.877,1.543
1.878,1.543
1.878,1.542
1.880,1.542
1.881,1.542
1.882,1.541
1.883,1.541
1.883,1.541
1.885,1.541
1.886,1.540
1.886,1.540
1.888,1.540
1.889,1.539
1.890,1.539
1.891,1.539
1.891,1.538
1.893,1.538
1.894,1.538
1.895,1.538
1.896,1.537
1.896,1.537
1.898,1.537
1.899,1.536
1.900,1.536
1.901,1.536
1.901,1.536
1.903,1.535
1.904,1.535
1.905,1.535
1.906,1.534
1.906,1.534
1.908,1.534
1.909,1.534
1.909,1.533
1.911,1.533
1.911,1.533
1.913,1.532
1.914,1.532
1.914,1.532
1.916,1.532
1.917,1.531
1.918,1.531
1.919,1.531
1.919,1.531
1.921,1.530
1.922,1.530
1.923,1.530
1.924,1.529
1.924,1.529
1.926,1.529
1.927,1.529
1.928,1.528
1.929,1.528
1.929,1.528
1.931,1.527
1.932,1.527
1.932,1.527
1.934,1.527
1.934,1.526
1.936,1.526
1.937,1.526
1.937,1.525
1.939,1.525
1.940,1.525
1.941,1.525
1.942,1.524
1.942,1.524
1.944,1.524
1.945,1.523
1.946,1.523
1.947,1.523
1.947,1.523
1.949,1.522
1.950,1.522
1.951,1.522
1.952,1.522
1.952,1.521
1.954,1.521
1.955,1.521
1.956,1.520
1.957,1.520
1.957,1.520
1.959,1.520
1.960,1.519
1.960,1.519
1.962,1.519
1.963,1.519
1.964,1.518
1.965,1.518
1.965,1.518
1.967,1.517
1.968,1.517
1.969,1.517
1.970,1.517
1.970,1.516
1.972,1.516
1.973,1.516
1.974,1.516
1.975,1.515
1.975,1.515
1.977,1.515
1.978,1.514
1.979,1.514
1.980,1.514
1.980,1.514
1.982,1.513
1.983,1.513
1.983,1.513
1.985,1.513
1.985,1.512
1.987,1.512
1.988,1.512
1.988,1.511
1.990,1.511
1.991,1.511
1.992,1.511
1.993,1.510
1.993,1.510
1.995,1.510
1.996,1.510
1.997,1.509
1.998,1.509
1.998,1.509
2.0,1.508
2.000,1.508
2.002,1.508
2.003,1.508
2.003,1.507
2.005,1.507
2.006,1.507
2.006,1.507
2.007,1.506
2.009,1.506
2.009,1.506
2.010,1.506
2.012,1.505
2.013,1.505
2.013,1.505
2.015,1.504
2.016,1.504
2.016,1.504
2.017,1.504
2.019,1.503
2.019,1.503
2.020,1.503
2.022,1.503
2.023,1.502
2.023,1.502
2.025,1.502
2.026,1.502
2.026,1.501
2.028,1.501
2.029,1.501
2.029,1.501
2.030,1.500
2.032,1.500
2.032,1.500
2.033,1.499
2.035,1.499
2.036,1.499
2.036,1.499
2.038,1.498
2.039,1.498
2.039,1.498
2.040,1.498
2.042,1.497
2.042,1.497
2.043,1.497
2.045,1.497
2.046,1.496
2.046,1.496
2.048,1.496
2.049,1.496
2.049,1.495
2.051,1.495
2.052,1.495
2.052,1.495
2.053,1.494
2.055,1.494
2.055,1.494
2.056,1.493
2.058,1.493
2.059,1.493
2.059,1.493
2.061,1.492
2.062,1.492
2.062,1.492
2.063,1.492
2.065,1.491
2.065,1.491
2.066,1.491
2.068,1.491
2.069,1.490
2.069,1.490
2.071,1.490
2.072,1.490
2.072,1.489
2.073,1.489
2.075,1.489
2.075,1.489
2.076,1.488
2.078,1.488
2.079,1.488
2.079,1.488
2.081,1.487
2.082,1.487
2.082,1.487
2.084,1.487
2.085,1.486
2.085,1.486
2.086,1.486
2.088,1.486
2.088,1.485
2.089,1.485
2.091,1.485
2.092,1.485
2.092,1.484
2.094,1.484
2.095,1.484
2.095,1.484
2.096,1.483
2.098,1.483
2.098,1.483
2.099,1.483
2.101,1.482
2.102,1.482
2.102,1.482
2.104,1.482
2.105,1.481
2.105,1.481
2.107,1.481
2.108,1.481
2.108,1.480
2.109,1.480
2.111,1.480
2.111,1.480
2.112,1.479
2.114,1.479
2.115,1.479
2.115,1.479
2.117,1.478
2.118,1.478
2.118,1.478
2.119,1.478
2.121,1.477
2.121,1.477
2.122,1.477
2.124,1.477
2.125,1.476
2.125,1.476
2.127,1.476
2.128,1.476
2.128,1.475
2.130,1.475
2.131,1.475
2.131,1.475
2.132,1.474
2.134,1.474
2.134,1.474
2.135,1.474
2.137,1.473
2.138,1.473
2.138,1.473
2.140,1.473
2.141,1.472
2.141,1.472
2.142,1.472
2.144,1.472
2.144,1.471
2.145,1.471
2.147,1.471
2.148,1.471
2.148,1.470
2.150,1.470
2.151,1.470
2.151,1.470
2.153,1.469
2.154,1.469
2.154,1.469
2.155,1.469
2.157,1.469
2.158,1.468
2.158,1.468
2.160,1.468
2.161,1.468
2.161,1.467
2.163,1.467
2.164,1.467
2.164,1.467
2.165,1.466
2.167,1.466
2.167,1.466
2.168,1.466
2.170,1.465
2.171,1.465
2.171,1.465
2.173,1.465
2.174,1.464
2.174,1.464
2.176,1.464
2.177,1.464
2.177,1.463
2.178,1.463
2.180,1.463
2.181,1.463
2.181,1.463
2.183,1.462
2.184,1.462
2.184,1.462
2.186,1.462
2.187,1.461
2.187,1.461
2.188,1.461
2.190,1.461
2.190,1.460
2.191,1.460
2.193,1.460
2.194,1.460
2.194,1.459
2.196,1.459
2.197,1.459
2.197,1.459
2.198,1.459
2.200,1.458
2.200,1.458
2.201,1.458
2.203,1.458
2.204,1.457
2.204,1.457
2.206,1.457
2.207,1.457
2.207,1.456
2.209,1.456
2.210,1.456
2.210,1.456
2.211,1.456
2.213,1.455
2.213,1.455
2.214,1.455
2.216,1.455
2.217,1.454
2.217,1.454
2.219,1.454
2.220,1.454
2.220,1.453
2.221,1.453
2.223,1.453
2.223,1.453
2.224,1.453
2.226,1.452
2.227,1.452
2.227,1.452
2.229,1.452
2.230,1.451
2.230,1.451
2.232,1.451
2.233,1.451
2.233,1.450
2.234,1.450
2.236,1.450
2.236,1.450
2.237,1.450
2.239,1.449
2.240,1.449
2.240,1.449
2.242,1.449
2.243,1.448
2.243,1.448
2.244,1.448
2.246,1.448
2.246,1.447
2.247,1.447
2.249,1.447
2.250,1.447
2.250,1.447
2.252,1.446
2.253,1.446
2.253,1.446
2.255,1.446
2.256,1.445
2.256,1.445
2.257,1.445
2.259,1.445
2.260,1.445
2.260,1.444
2.262,1.444
2.263,1.444
2.263,1.444
2.265,1.443
2.266,1.443
2.266,1.443
2.267,1.443
2.269,1.443
2.269,1.442
2.270,1.442
2.272,1.442
2.273,1.442
2.273,1.441
2.275,1.441
2.276,1.441
2.276,1.441
2.278,1.441
2.279,1.440
2.279,1.440
2.280,1.440
2.282,1.440
2.283,1.439
2.283,1.439
2.285,1.439
2.286,1.439
2.286,1.439
2.288,1.438
2.289,1.438
2.289,1.438
2.290,1.438
2.292,1.437
2.292,1.437
2.293,1.437
2.295,1.437
2.296,1.437
2.296,1.436
2.298,1.436
2.299,1.436
2.299,1.436
2.301,1.436
2.302,1.435
2.302,1.435
2.303,1.435
2.305,1.435
2.306,1.434
2.306,1.434
2.308,1.434
2.309,1.434
2.309,1.434
2.311,1.433
2.312,1.433
2.312,1.433
2.313,1.433
2.315,1.432
2.316,1.432
2.316,1.432
2.318,1.432
2.319,1.432
2.319,1.431
2.321,1.431
2.322,1.431
2.322,1.431
2.323,1.431
2.325,1.430
2.325,1.430
2.326,1.430
2.328,1.430
2.329,1.429
2.329,1.429
2.331,1.429
2.332,1.429
2.332,1.429
2.334,1.428
2.335,1.428
2.335,1.428
2.336,1.428
2.338,1.428
2.339,1.427
2.339,1.427
2.341,1.427
2.342,1.427
2.342,1.426
2.344,1.426
2.345,1.426
2.345,1.426
2.346,1.426
2.348,1.425
2.348,1.425
2.349,1.425
2.351,1.425
2.352,1.425
2.352,1.424
2.354,1.424
2.355,1.424
2.355,1.424
2.357,1.424
2.358,1.423
2.358,1.423
2.359,1.423
2.361,1.423
2.362,1.423
2.362,1.422
2.364,1.422
2.365,1.422
2.365,1.422
2.367,1.421
2.368,1.421
2.368,1.421
2.369,1.421
2.371,1.421
2.371,1.420
2.372,1.420
2.374,1.420
2.375,1.420
2.375,1.420
2.377,1.419
2.378,1.419
2.378,1.419
2.380,1.419
2.381,1.419
2.381,1.418
2.382,1.418
2.384,1.418
2.385,1.418
2.385,1.418
2.387,1.417
2.388,1.417
2.388,1.417
2.390,1.417
2.391,1.417
2.391,1.416
2.392,1.416
2.394,1.416
2.394,1.416
2.395,1.415
2.397,1.415
2.398,1.415
2.398,1.415
2.400,1.415
2.401,1.414
2.401,1.414
2.403,1.414
2.404,1.414
2.404,1.414
2.405,1.413
2.407,1.413
2.408,1.413
2.408,1.413
2.410,1.413
2.411,1.412
2.411,1.412
2.413,1.412
2.414,1.412
2.414,1.412
2.415,1.411
2.417,1.411
2.417,1.411
2.418,1.411
2.420,1.411
2.421,1.410
2.421,1.410
2.423,1.410
2.424,1.410
2.424,1.410
2.426,1.409
2.427,1.409
2.427,1.409
2.428,1.409
2.430,1.409
2.431,1.408
2.431,1.408
2.433,1.408
2.434,1.408
2.434,1.408
2.436,1.407
2.437,1.407
2.437,1.407
2.438,1.407
2.440,1.407
2.441,1.406
2.441,1.406
2.443,1.406
2.444,1.406
2.444,1.406
2.446,1.406
2.447,1.405
2.447,1.405
2.448,1.405
2.450,1.405
2.450,1.405
2.451,1.404
2.453,1.404
2.454,1.404
2.454,1.404
2.456,1.404
2.457,1.403
2.457,1.403
2.459,1.403
2.460,1.403
2.460,1.403
2.461,1.402
2.463,1.402
2.464,1.402
2.464,1.402
2.466,1.402
2.467,1.401
2.467,1.401
2.469,1.401
2.470,1.401
2.470,1.401
2.471,1.400
2.473,1.400
2.473,1.400
2.474,1.400
2.476,1.400
2.477,1.399
2.477,1.399
2.479,1.399
2.480,1.399
2.480,1.399
2.482,1.399
2.483,1.398
2.483,1.398
2.484,1.398
2.486,1.398
2.487,1.398
2.487,1.397
2.489,1.397
2.490,1.397
2.490,1.397
2.492,1.397
2.493,1.396
2.493,1.396
2.494,1.396
2.496,1.396
2.496,1.396
2.497,1.395
2.499,1.395
2.500,1.395
2.500,1.395
2.502,1.395
2.503,1.395
2.503,1.394
2.505,1.394
2.506,1.394
2.506,1.394
2.507,1.394
2.509,1.393
2.510,1.393
2.510,1.393
2.512,1.393
2.513,1.393
2.513,1.392
2.515,1.392
2.516,1.392
2.516,1.392
2.517,1.392
2.519,1.392
2.520,1.391
2.520,1.391
2.522,1.391
2.523,1.391
2.523,1.391
2.525,1.390
2.526,1.390
2.526,1.390
2.528,1.390
2.529,1.390
2.530,1.390
2.530,1.389
2.532,1.389
2.533,1.389
2.533,1.389
2.535,1.389
2.536,1.388
2.536,1.388
2.538,1.388
2.539,1.388
2.539,1.388
2.540,1.387
2.542,1.387
2.543,1.387
2.543,1.387
2.545,1.387
2.546,1.387
2.546,1.386
2.548,1.386
2.549,1.386
2.549,1.386
2.551,1.386
2.552,1.385
2.553,1.385
2.553,1.385
2.555,1.385
2.556,1.385
2.556,1.385
2.558,1.384
2.559,1.384
2.559,1.384
2.561,1.384
2.562,1.384
2.562,1.383
2.563,1.383
2.565,1.383
2.566,1.383
2.566,1.383
2.568,1.383
2.569,1.382
2.569,1.382
2.571,1.382
2.572,1.382
2.572,1.382
2.573,1.382
2.575,1.381
2.576,1.381
2.576,1.381
2.578,1.381
2.579,1.381
2.579,1.380
2.581,1.380
2.582,1.380
2.582,1.380
2.584,1.380
2.585,1.380
2.585,1.379
2.586,1.379
2.588,1.379
2.589,1.379
2.589,1.379
2.591,1.378
2.592,1.378
2.592,1.378
2.594,1.378
2.595,1.378
2.595,1.378
2.596,1.377
2.598,1.377
2.599,1.377
2.599,1.377
2.601,1.377
2.602,1.377
2.602,1.376
2.604,1.376
2.605,1.376
2.605,1.376
2.607,1.376
2.608,1.376
2.608,1.375
2.609,1.375
2.611,1.375
2.612,1.375
2.612,1.375
2.614,1.374
2.615,1.374
2.615,1.374
2.617,1.374
2.618,1.374
2.618,1.374
2.619,1.373
2.621,1.373
2.622,1.373
2.622,1.373
2.624,1.373
2.625,1.373
2.625,1.372
2.627,1.372
2.628,1.372
2.628,1.372
2.630,1.372
2.631,1.372
2.632,1.371
2.632,1.371
2.634,1.371
2.635,1.371
2.635,1.371
2.637,1.371
2.638,1.370
2.638,1.370
2.640,1.370
2.641,1.370
2.641,1.370
2.642,1.369
2.644,1.369
2.645,1.369
2.645,1.369
2.647,1.369
2.648,1.369
2.648,1.368
2.650,1.368
2.651,1.368
2.651,1.368
2.653,1.368
2.654,1.368
2.655,1.367
2.655,1.367
2.657,1.367
2.658,1.367
2.658,1.367
2.660,1.367
2.661,1.366
2.661,1.366
2.663,1.366
2.664,1.366
2.664,1.366
2.665,1.366
2.667,1.365
2.668,1.365
2.668,1.365
2.670,1.365
2.671,1.365
2.671,1.365
2.673,1.364
2.674,1.364
2.674,1.364
2.676,1.364
2.677,1.364
2.678,1.364
2.678,1.363
2.680,1.363
2.681,1.363
2.681,1.363
2.683,1.363
2.684,1.363
2.684,1.362
2.686,1.362
2.687,1.362
2.687,1.362
2.688,1.362
2.690,1.362
2.691,1.361
2.691,1.361
2.693,1.361
2.694,1.361
2.694,1.361
2.696,1.361
2.697,1.360
2.697,1.360
2.698,1.360
2.700,1.360
2.701,1.360
2.701,1.360
2.703,1.360
2.704,1.359
2.704,1.359
2.706,1.359
2.707,1.359
2.707,1.359
2.709,1.359
2.710,1.358
2.710,1.358
2.711,1.358
2.713,1.358
2.714,1.358
2.714,1.358
2.716,1.357
2.717,1.357
2.717,1.357
2.719,1.357
2.720,1.357
2.720,1.357
2.721,1.356
2.723,1.356
2.724,1.356
2.724,1.356
2.726,1.356
2.727,1.356
2.727,1.355
2.729,1.355
2.730,1.355
2.730,1.355
2.732,1.355
2.733,1.355
2.733,1.355
2.734,1.354
2.736,1.354
2.737,1.354
2.737,1.354
2.739,1.354
2.740,1.354
2.740,1.353
2.742,1.353
2.743,1.353
2.743,1.353
2.744,1.353
2.746,1.353
2.747,1.352
2.747,1.352
2.749,1.352
2.750,1.352
2.750,1.352
2.752,1.352
2.753,1.352
2.753,1.351
2.755,1.351
2.756,1.351
2.757,1.351
2.757,1.351
2.759,1.351
2.760,1.350
2.760,1.350
2.762,1.350
2.763,1.350
2.763,1.350
2.765,1.350
2.766,1.349
2.766,1.349
2.767,1.349
2.769,1.349
2.770,1.349
2.770,1.349
2.772,1.349
2.773,1.348
2.773,1.348
2.775,1.348
2.776,1.348
2.776,1.348
2.778,1.348
2.779,1.347
2.780,1.347
2.780,1.347
2.782,1.347
2.783,1.347
2.783,1.347
2.785,1.347
2.786,1.346
2.786,1.346
2.788,1.346
2.789,1.346
2.789,1.346
2.790,1.346
2.792,1.345
2.793,1.345
2.793,1.345
2.795,1.345
2.796,1.345
2.796,1.345
2.798,1.345
2.799,1.344
2.799,1.344
2.801,1.344
2.802,1.344
2.803,1.344
2.803,1.344
2.805,1.344
2.806,1.343
2.806,1.343
2.808,1.343
2.809,1.343
2.809,1.343
2.811,1.343
2.812,1.342
2.812,1.342
2.813,1.342
2.815,1.342
2.816,1.342
2.816,1.342
2.818,1.342
2.819,1.341
2.819,1.341
2.821,1.341
2.822,1.341
2.822,1.341
2.823,1.341
2.825,1.341
2.826,1.340
2.826,1.340
2.828,1.340
2.829,1.340
2.829,1.340
2.831,1.340
2.832,1.339
2.832,1.339
2.834,1.339
2.835,1.339
2.835,1.339
2.836,1.339
2.838,1.339
2.839,1.338
2.839,1.338
2.841,1.338
2.842,1.338
2.842,1.338
2.844,1.338
2.845,1.338
2.845,1.337
2.846,1.337
2.848,1.337
2.849,1.337
2.849,1.337
2.851,1.337
2.852,1.337
2.852,1.336
2.854,1.336
2.855,1.336
2.855,1.336
2.857,1.336
2.858,1.336
2.858,1.336
2.859,1.335
2.861,1.335
2.862,1.335
2.862,1.335
2.864,1.335
2.865,1.335
2.865,1.335
2.867,1.334
2.868,1.334
2.868,1.334
2.869,1.334
2.871,1.334
2.872,1.334
2.872,1.334
2.874,1.333
2.875,1.333
2.875,1.333
2.877,1.333
2.878,1.333
2.878,1.333
2.880,1.333
2.881,1.332
2.882,1.332
2.882,1.332
2.884,1.332
2.885,1.332
2.885,1.332
2.887,1.332
2.888,1.331
2.888,1.331
2.890,1.331
2.891,1.331
2.891,1.331
2.892,1.331
2.894,1.331
2.895,1.330
2.895,1.330
2.897,1.330
2.898,1.330
2.898,1.330
2.900,1.330
2.901,1.330
2.901,1.329
2.903,1.329
2.904,1.329
2.905,1.329
2.905,1.329
2.907,1.329
2.908,1.329
2.908,1.328
2.910,1.328
2.911,1.328
2.911,1.328
2.913,1.328
2.914,1.328
2.914,1.328
2.915,1.327
2.917,1.327
2.918,1.327
2.918,1.327
2.920,1.327
2.921,1.327
2.921,1.327
2.923,1.326
2.924,1.326
2.924,1.326
2.926,1.326
2.927,1.326
2.928,1.326
2.928,1.326
2.930,1.326
2.931,1.325
2.931,1.325
2.933,1.325
2.934,1.325
2.934,1.325
2.936,1.325
2.937,1.325
2.937,1.324
2.938,1.324
2.940,1.324
2.941,1.324
2.941,1.324
2.943,1.324
2.944,1.324
2.944,1.323
2.946,1.323
2.947,1.323
2.947,1.323
2.948,1.323
2.950,1.323
2.951,1.323
2.951,1.323
2.953,1.322
2.954,1.322
2.954,1.322
2.956,1.322
2.957,1.322
2.957,1.322
2.959,1.322
2.960,1.321
2.960,1.321
2.961,1.321
2.963,1.321
2.964,1.321
2.964,1.321
2.966,1.321
2.967,1.320
2.967,1.320
2.969,1.320
2.970,1.320
2.970,1.320
2.971,1.320
2.973,1.320
2.974,1.320
2.974,1.319
2.976,1.319
2.977,1.319
2.977,1.319
2.979,1.319
2.980,1.319
2.980,1.319
2.982,1.318
2.983,1.318
2.983,1.318
2.984,1.318
2.986,1.318
2.987,1.318
2.987,1.318
2.989,1.318
2.990,1.317
2.990,1.317
2.992,1.317
2.993,1.317
2.993,1.317
2.994,1.317
2.996,1.317
2.997,1.317
2.997,1.316
2.999,1.316
3.0,1.316
3.000,1.316
3.002,1.316
3.003,1.316
3.003,1.316
3.005,1.315
3.006,1.315
3.006,1.315
3.007,1.315
3.009,1.315
3.009,1.315
3.010,1.315
3.012,1.315
3.013,1.314
3.013,1.314
3.015,1.314
3.016,1.314
3.016,1.314
3.017,1.314
3.019,1.314
3.019,1.314
3.020,1.313
3.022,1.313
3.023,1.313
3.023,1.313
3.025,1.313
3.026,1.313
3.026,1.313
3.028,1.313
3.029,1.312
3.029,1.312
3.030,1.312
3.032,1.312
3.032,1.312
3.033,1.312
3.035,1.312
3.036,1.311
3.036,1.311
3.038,1.311
3.039,1.311
3.039,1.311
3.040,1.311
3.042,1.311
3.042,1.311
3.043,1.310
3.045,1.310
3.046,1.310
3.046,1.310
3.048,1.310
3.049,1.310
3.049,1.310
3.051,1.310
3.052,1.309
3.052,1.309
3.053,1.309
3.055,1.309
3.055,1.309
3.056,1.309
3.058,1.309
3.059,1.309
3.059,1.308
3.061,1.308
3.062,1.308
3.062,1.308
3.063,1.308
3.065,1.308
3.065,1.308
3.066,1.308
3.068,1.307
3.069,1.307
3.069,1.307
3.071,1.307
3.072,1.307
3.072,1.307
3.073,1.307
3.075,1.307
3.075,1.306
3.076,1.306
3.078,1.306
3.079,1.306
3.079,1.306
3.081,1.306
3.082,1.306
3.082,1.306
3.084,1.306
3.085,1.305
3.085,1.305
3.086,1.305
3.088,1.305
3.088,1.305
3.089,1.305
3.091,1.305
3.092,1.305
3.092,1.304
3.094,1.304
3.095,1.304
3.095,1.304
3.096,1.304
3.098,1.304
3.098,1.304
3.099,1.304
3.101,1.303
3.102,1.303
3.102,1.303
3.104,1.303
3.105,1.303
3.105,1.303
3.107,1.303
3.108,1.303
3.108,1.302
3.109,1.302
3.111,1.302
3.111,1.302
3.112,1.302
3.114,1.302
3.115,1.302
3.115,1.302
3.117,1.302
3.118,1.301
3.118,1.301
3.119,1.301
3.121,1.301
3.121,1.301
3.122,1.301
3.124,1.301
3.125,1.301
3.125,1.300
3.127,1.300
3.128,1.300
3.128,1.300
3.130,1.300
3.131,1.300
3.131,1.300
3.132,1.300
3.134,1.299
3.134,1.299
3.135,1.299
3.137,1.299
3.138,1.299
3.138,1.299
3.140,1.299
3.141,1.299
3.141,1.299
3.142,1.298
3.144,1.298
3.144,1.298
3.145,1.298
3.147,1.298
3.148,1.298
3.148,1.298
3.150,1.298
3.151,1.297
3.151,1.297
3.153,1.297
3.154,1.297
3.154,1.297
3.155,1.297
3.157,1.297
3.158,1.297
3.158,1.297
3.160,1.296
3.161,1.296
3.161,1.296
3.163,1.296
3.164,1.296
3.164,1.296
3.165,1.296
3.167,1.296
3.167,1.296
3.168,1.295
3.170,1.295
3.171,1.295
3.171,1.295
3.173,1.295
3.174,1.295
3.174,1.295
3.176,1.295
3.177,1.294
3.177,1.294
3.178,1.294
3.180,1.294
3.181,1.294
3.181,1.294
3.183,1.294
3.184,1.294
3.184,1.294
3.186,1.293
3.187,1.293
3.187,1.293
3.188,1.293
3.190,1.293
3.190,1.293
3.191,1.293
3.193,1.293
3.194,1.293
3.194,1.292
3.196,1.292
3.197,1.292
3.197,1.292
3.198,1.292
3.200,1.292
3.200,1.292
3.201,1.292
3.203,1.292
3.204,1.291
3.204,1.291
3.206,1.291
3.207,1.291
3.207,1.291
3.209,1.291
3.210,1.291
3.210,1.291
3.211,1.291
3.213,1.290
3.213,1.290
3.214,1.290
3.216,1.290
3.217,1.290
3.217,1.290
3.219,1.290
3.220,1.290
3.220,1.290
3.221,1.289
3.223,1.289
3.223,1.289
3.224,1.289
3.226,1.289
3.227,1.289
3.227,1.289
3.229,1.289
3.230,1.289
3.230,1.288
3.232,1.288
3.233,1.288
3.233,1.288
3.234,1.288
3.236,1.288
3.236,1.288
3.237,1.288
3.239,1.288
3.240,1.287
3.240,1.287
3.242,1.287
3.243,1.287
3.243,1.287
3.244,1.287
3.246,1.287
3.246,1.287
3.247,1.287
3.249,1.286
3.250,1.286
3.250,1.286
3.252,1.286
3.253,1.286
3.253,1.286
3.255,1.286
3.256,1.286
3.256,1.286
3.257,1.285
3.259,1.285
3.260,1.285
3.260,1.285
3.262,1.285
3.263,1.285
3.263,1.285
3.265,1.285
3.266,1.285
3.266,1.285
3.267,1.284
3.269,1.284
3.269,1.284
3.270,1.284
3.272,1.284
3.273,1.284
3.273,1.284
3.275,1.284
3.276,1.284
3.276,1.283
3.278,1.283
3.279,1.283
3.279,1.283
3.280,1.283
3.282,1.283
3.283,1.283
3.283,1.283
3.285,1.283
3.286,1.283
3.286,1.282
3.288,1.282
3.289,1.282
3.289,1.282
3.290,1.282
3.292,1.282
3.292,1.282
3.293,1.282
3.295,1.282
3.296,1.281
3.296,1.281
3.298,1.281
3.299,1.281
3.299,1.281
3.301,1.281
3.302,1.281
3.302,1.281
3.303,1.281
3.305,1.281
3.306,1.280
3.306,1.280
3.308,1.280
3.309,1.280
3.309,1.280
3.311,1.280
3.312,1.280
3.312,1.280
3.313,1.280
3.315,1.279
3.316,1.279
3.316,1.279
3.318,1.279
3.319,1.279
3.319,1.279
3.321,1.279
3.322,1.279
3.322,1.279
3.323,1.279
3.325,1.278
3.325,1.278
3.326,1.278
3.328,1.278
3.329,1.278
3.329,1.278
3.331,1.278
3.332,1.278
3.332,1.278
3.334,1.278
3.335,1.277
3.335,1.277
3.336,1.277
3.338,1.277
3.339,1.277
3.339,1.277
3.341,1.277
3.342,1.277
3.342,1.277
3.344,1.277
3.345,1.276
3.345,1.276
3.346,1.276
3.348,1.276
3.348,1.276
3.349,1.276
3.351,1.276
3.352,1.276
3.352,1.276
3.354,1.276
3.355,1.275
3.355,1.275
3.357,1.275
3.358,1.275
3.358,1.275
3.359,1.275
3.361,1.275
3.362,1.275
3.362,1.275
3.364,1.275
3.365,1.274
3.365,1.274
3.367,1.274
3.368,1.274
3.368,1.274
3.369,1.274
3.371,1.274
3.371,1.274
3.372,1.274
3.374,1.274
3.375,1.273
3.375,1.273
3.377,1.273
3.378,1.273
3.378,1.273
3.380,1.273
3.381,1.273
3.381,1.273
3.382,1.273
3.384,1.273
3.385,1.272
3.385,1.272
3.387,1.272
3.388,1.272
3.388,1.272
3.390,1.272
3.391,1.272
3.391,1.272
3.392,1.272
3.394,1.272
3.394,1.271
3.395,1.271
3.397,1.271
3.398,1.271
3.398,1.271
3.400,1.271
3.401,1.271
3.401,1.271
3.403,1.271
3.404,1.271
3.404,1.271
3.405,1.270
3.407,1.270
3.408,1.270
3.408,1.270
3.410,1.270
3.411,1.270
3.411,1.270
3.413,1.270
3.414,1.270
3.414,1.270
3.415,1.269
3.417,1.269
3.417,1.269
3.418,1.269
3.420,1.269
3.421,1.269
3.421,1.269
3.423,1.269
3.424,1.269
3.424,1.269
3.426,1.269
3.427,1.268
3.427,1.268
3.428,1.268
3.430,1.268
3.431,1.268
3.431,1.268
3.433,1.268
3.434,1.268
3.434,1.268
3.436,1.268
3.437,1.267
3.437,1.267
3.438,1.267
3.440,1.267
3.441,1.267
3.441,1.267
3.443,1.267
3.444,1.267
3.444,1.267
3.446,1.267
3.447,1.267
3.447,1.266
3.448,1.266
3.450,1.266
3.450,1.266
3.451,1.266
3.453,1.266
3.454,1.266
3.454,1.266
3.456,1.266
3.457,1.266
3.457,1.265
3.459,1.265
3.460,1.265
3.460,1.265
3.461,1.265
3.463,1.265
3.464,1.265
3.464,1.265
3.466,1.265
3.467,1.265
3.467,1.265
3.469,1.264
3.470,1.264
3.470,1.264
3.471,1.264
3.473,1.264
3.473,1.264
3.474,1.264
3.476,1.264
3.477,1.264
3.477,1.264
3.479,1.264
3.480,1.263
3.480,1.263
3.482,1.263
3.483,1.263
3.483,1.263
3.484,1.263
3.486,1.263
3.487,1.263
3.487,1.263
3.489,1.263
3.490,1.263
3.490,1.262
3.492,1.262
3.493,1.262
3.493,1.262
